Collection ID	10824
Type	SpectraCollection
Description	48,DSFu,Rat,Urine (1)
Processing log	Standardized ppm range to 11.6:0.0007:-2.0. Set reference [0.030000,-0.030000]. Fix baseline (lambda: 200.000000). Cropped ranges: 9.8,0.14. Zeroed ranges: 6.01,5.54;5.0,4.72;4.01,3.92;3.86,3.82. Sum normalized to 1000.0.  Extracted residual after subtracting peaks for:  U6.837 (13), U6.824 (14).
Base sample ID	20531	20540	20541	20553	20637	20673	20707	20748	20792	20822	20834	20835
Time	48	48	48	48	48	48	48	48	48	48	48	48
Classification	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu
Sample ID	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine
Subject ID	5	6	3	1	2	4	25	29	28	26	30	27
Sample Description												
Weight												
Units of weight												
Species	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat
X	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12
0.572200	-0.000102	-0.000194	-0.000506	-0.000229	0.000317	-0.000110	0.000242	0.000027	0.000076	-0.000481	-0.000079	0.000573
0.571500	0.000370	-0.000131	-0.001115	-0.000637	0.000507	0.000804	-0.000180	0.000282	0.000796	0.000650	0.000061	-0.000330
0.570800	-0.000175	-0.001417	0.000555	0.000193	0.000455	0.000115	0.000107	0.000274	0.001167	0.000580	-0.000591	0.000111
0.570100	0.000067	0.000061	-0.000059	0.000252	-0.000519	0.000309	-0.001204	-0.000247	-0.000392	0.000443	-0.000462	0.000149
0.569400	-0.000599	0.000632	-0.000809	0.000065	0.000329	0.000128	-0.001408	0.000651	-0.000667	0.000722	-0.000281	-0.000213
0.568700	-0.000262	0.000354	-0.001189	0.000019	0.000652	0.000241	-0.001321	0.000672	-0.000595	0.000116	0.000768	0.000374
0.568000	0.000648	0.000005	-0.000399	-0.000153	0.000660	0.001140	-0.000385	-0.000542	-0.001080	0.000226	0.000325	0.000532
0.567300	0.000153	-0.000655	0.000904	0.000727	0.000165	0.001289	-0.000631	-0.000837	-0.000409	-0.000471	0.000259	-0.000796
0.566600	-0.001273	-0.000725	0.001064	0.000460	-0.000681	0.000984	-0.000587	-0.000775	-0.000402	-0.000124	0.000407	-0.000666
0.565900	-0.000621	-0.000105	0.000988	0.000495	-0.000322	0.000681	-0.000184	0.000108	-0.000442	-0.001356	0.000362	-0.000705
0.565200	-0.000310	0.000604	-0.000524	-0.000034	0.000748	-0.000091	0.000147	0.000694	0.000634	-0.001633	0.000091	-0.000409
0.564500	-0.000440	0.000797	0.000567	0.000242	0.000315	0.000345	0.001072	0.000398	0.001200	-0.000949	0.000518	0.000154
0.563800	0.000322	0.000947	0.002257	0.001102	-0.000499	-0.000373	0.000685	-0.000555	0.000895	0.000129	0.000607	0.001275
0.563100	0.000246	0.001365	0.000720	0.001179	-0.000588	-0.000961	0.000254	0.000760	0.001174	0.000322	0.000754	0.000770
0.562400	0.000062	0.000578	0.001132	0.001569	-0.001027	0.000058	-0.000601	0.000599	0.001416	0.000083	0.000916	0.001278
0.561700	0.001379	0.000919	0.002123	0.000835	0.000064	0.000415	0.000204	0.000729	0.001453	0.001032	-0.000544	0.001226
0.561000	0.001241	0.000909	0.001915	0.001063	0.000900	-0.000072	0.000536	0.000156	0.001258	0.001047	-0.000320	0.001047
0.560300	0.000312	0.000127	0.001522	0.000540	0.000906	-0.000337	0.000104	-0.000190	0.000714	0.000883	0.001360	0.000852
0.559600	0.000753	-0.000456	-0.000214	0.000737	0.000842	-0.000374	-0.000490	0.000478	0.001776	0.000702	0.000380	0.000166
0.558900	-0.000162	-0.000367	-0.000217	0.000190	0.001684	-0.000011	-0.000010	-0.000575	0.001267	0.000600	-0.000316	-0.000416
0.558200	0.000399	-0.000429	0.000184	-0.000036	0.001292	0.000514	-0.000748	-0.000359	0.000597	0.000036	0.000303	0.000304
0.557500	0.000135	0.000629	0.001357	-0.000329	0.001594	-0.000286	0.000911	0.000748	0.000672	-0.000056	0.000810	0.000783
0.556800	-0.000541	0.000726	0.000386	-0.000657	0.001072	0.000679	0.000373	0.000008	0.000309	0.000094	0.000924	-0.000113
0.556100	-0.000426	0.000601	-0.000415	0.000081	0.000925	0.000538	-0.000030	0.000485	0.000422	0.000254	0.000380	-0.000039
0.555400	0.000844	0.000866	-0.000473	0.000006	0.000954	0.000573	0.000452	0.000032	0.000609	0.000320	-0.000443	0.000149
0.554700	0.000199	0.001241	0.000543	0.000360	0.000133	-0.000719	0.001184	0.000487	0.000071	0.000099	0.000321	-0.000744
0.554000	0.000588	0.000856	0.002758	0.001386	-0.000417	-0.000355	0.001520	0.000603	-0.000513	0.000807	0.000274	0.000262
0.553300	0.000393	0.000725	0.001891	0.000891	0.000054	0.000332	0.000716	0.000665	0.000331	-0.000187	0.000852	0.000326
0.552600	0.001392	0.000685	0.001047	0.000516	0.000145	0.000923	0.000152	0.000253	0.000294	0.000062	0.000316	0.000416
0.551900	0.001590	0.001998	0.000345	0.000126	-0.000101	0.001152	0.000347	0.000661	0.000394	0.000844	0.000523	0.001227
0.551200	0.001739	0.002151	0.000376	0.000572	0.000303	-0.000054	0.000342	0.001881	0.000877	0.000844	0.000553	0.000800
0.550500	0.001487	-0.000503	0.000890	-0.000238	-0.000631	0.000285	0.000679	0.001681	-0.000361	0.000291	-0.000103	0.000761
0.549800	0.001226	0.000141	-0.000400	0.000296	0.000697	0.000671	0.000539	0.000342	-0.000145	0.001341	0.000479	0.001228
0.549100	0.001124	0.000583	0.000487	0.000799	0.001404	0.000508	0.000854	0.001065	-0.000700	0.000268	0.000441	-0.000028
0.548400	0.001597	-0.000353	0.000280	0.001283	0.001119	0.000228	0.000486	0.000326	-0.000067	-0.000527	0.000693	-0.000731
0.547700	0.000175	-0.000443	0.000097	0.000449	-0.000322	-0.000209	-0.000238	0.000118	0.000920	-0.000626	-0.000022	-0.000098
0.547000	0.000265	-0.000772	-0.001245	0.000229	0.000342	0.000483	-0.000502	0.000560	0.000418	0.000269	0.000309	0.000913
0.546300	0.000878	-0.000126	-0.000991	0.000296	-0.000125	-0.000515	0.000212	0.000632	-0.000086	0.000232	0.000619	-0.000069
0.545600	-0.000786	-0.000581	0.000169	-0.000043	-0.000292	-0.000396	0.000473	0.000290	-0.000415	0.000521	0.000317	-0.000782
0.544900	-0.000340	-0.000771	0.000622	0.000095	0.000159	-0.000219	0.000515	0.000192	0.000693	0.000149	-0.000115	0.000095
0.544200	0.000388	-0.000359	0.000181	0.000433	-0.000184	-0.000287	0.000647	-0.000789	0.000571	-0.000442	-0.000068	0.000086
0.543500	0.000103	0.000705	0.000784	0.001216	0.000105	-0.001169	0.000166	-0.000693	-0.000155	-0.000089	0.000481	0.000542
0.542800	0.000044	-0.000336	-0.000402	0.000392	0.000076	-0.000195	0.000818	-0.000461	-0.000074	0.000812	0.000565	-0.000585
0.542100	0.000440	-0.001868	-0.000017	-0.000205	-0.001154	0.000548	-0.000396	-0.000347	0.000067	0.000568	-0.000850	-0.000635
0.541400	0.000619	-0.001025	-0.001707	-0.000373	-0.000244	0.000541	-0.000185	-0.000610	0.000358	0.000549	-0.000105	-0.000055
0.540700	-0.000431	0.000487	0.000239	-0.000070	0.000749	0.000555	-0.000097	-0.000921	0.000450	0.000286	-0.000245	0.000378
0.540000	-0.000308	0.000309	0.000268	-0.000133	0.000636	0.000872	0.000721	-0.001031	0.000433	-0.000811	0.000254	-0.000286
0.539300	-0.000105	0.000265	-0.000691	0.000364	0.000098	0.000380	0.000299	-0.000515	-0.000852	-0.001050	0.000686	0.000325
0.538600	0.000570	-0.000572	-0.000544	0.000271	0.000573	-0.000504	-0.000227	-0.000755	-0.000002	-0.000618	-0.000153	0.000547
0.537900	-0.000682	-0.000469	-0.000191	-0.000275	0.000534	-0.000683	0.000283	0.000258	-0.000765	0.000944	0.000244	0.000423
0.537200	-0.000308	-0.000809	0.000533	-0.000120	0.000111	-0.001064	-0.000341	0.000080	-0.001778	-0.000384	-0.000044	-0.000374
0.536500	-0.000119	-0.000435	0.000329	-0.000209	0.000661	-0.000897	0.000016	-0.000013	0.000049	0.000389	0.000081	-0.000827
0.535800	-0.000450	-0.000347	-0.001737	0.000510	-0.000136	-0.000510	-0.000852	-0.000079	-0.001003	-0.000638	0.000371	-0.000216
0.535100	-0.001502	0.000183	-0.001394	-0.000509	-0.000580	-0.000367	-0.000438	-0.000329	-0.000912	-0.000480	0.000035	-0.000193
0.534400	-0.001400	0.000475	-0.000776	0.000083	-0.000335	-0.000386	-0.000166	-0.000580	-0.000871	0.000068	-0.000120	-0.000335
0.533700	-0.001288	0.000708	-0.000097	-0.000725	0.000055	0.000384	-0.000287	-0.000705	-0.001505	-0.000598	-0.000330	-0.000804
0.533000	-0.000890	0.000658	-0.000454	-0.000226	0.001149	0.000539	0.000139	-0.000236	-0.001113	-0.000863	-0.000788	0.000697
0.532300	0.000140	-0.000244	0.000033	-0.000759	0.001009	-0.000186	-0.000182	-0.001050	-0.000892	0.000083	0.000267	0.001164
0.531600	0.000308	-0.000150	-0.000315	-0.000302	-0.000212	-0.000135	0.000151	-0.000283	-0.000625	0.000527	-0.000131	0.000273
0.530900	0.000217	0.000156	-0.000589	0.000130	-0.000879	-0.000036	0.000195	0.000051	-0.000367	-0.000092	-0.000013	-0.000416
0.530200	-0.000061	0.000723	-0.002574	0.000301	-0.000191	0.000600	-0.000583	0.000077	-0.000585	0.000172	-0.000002	-0.000080
0.529500	-0.000376	0.000042	-0.001204	-0.000230	-0.000738	0.000544	-0.000290	0.000371	0.000072	-0.000002	0.000078	-0.000452
0.528800	-0.001295	-0.000230	-0.000733	0.000367	-0.000488	0.000544	-0.001317	0.000402	0.001546	0.000418	-0.000445	-0.000095
0.528100	0.000409	-0.000335	-0.000603	0.000565	0.000356	-0.000400	-0.000581	0.000384	0.000168	-0.000423	0.000019	-0.000326
0.527400	0.001068	-0.000349	0.000146	-0.000107	-0.000274	-0.000368	-0.000217	0.000591	0.000240	-0.000616	0.000507	-0.000542
0.526700	-0.000104	0.000067	-0.000717	-0.000636	0.000530	-0.000414	0.000074	0.000701	0.000100	-0.000673	-0.000465	-0.000516
0.526000	-0.000191	0.000915	0.000396	-0.000207	0.000076	-0.000196	-0.000184	0.000193	0.000106	-0.000302	0.000325	-0.001228
0.525300	-0.000132	0.000352	-0.000450	-0.000057	0.000278	-0.000020	-0.000029	-0.000326	0.000350	0.000683	-0.000408	-0.000336
0.524600	0.000564	0.000143	0.000132	-0.000904	0.000302	-0.000793	0.000909	-0.001116	-0.000799	0.000968	-0.000551	-0.000952
0.523900	0.000964	-0.000331	0.000596	-0.000095	0.000880	0.000600	0.001487	-0.000456	0.000368	0.000319	-0.000074	-0.001078
0.523200	0.001995	-0.000465	0.001118	0.000255	0.000675	0.000185	0.001015	0.001215	0.000508	0.000363	0.000342	-0.000581
0.522500	0.001361	-0.001054	0.000910	-0.000068	0.000398	0.001063	0.000627	0.001521	-0.000161	0.000319	0.000373	0.000834
0.521800	0.000166	-0.001119	0.000308	-0.000195	0.000136	0.000061	0.000756	0.000962	0.000723	0.000237	-0.000199	0.000032
0.521100	0.000105	-0.001067	-0.000974	-0.001011	-0.000623	0.000330	0.000603	0.000926	-0.000497	-0.000280	0.000399	0.000837
0.520400	0.000916	-0.000812	-0.001938	-0.000866	-0.001650	0.000382	-0.000168	-0.000290	0.001173	0.000311	-0.000182	0.000479
0.519700	0.000420	-0.000533	0.000349	-0.000177	-0.001622	-0.000452	0.000175	-0.000274	0.001072	-0.001156	-0.001165	0.000534
0.519000	-0.000082	-0.000858	-0.000024	-0.000082	0.000778	0.000267	-0.000062	-0.000287	0.000708	-0.000431	0.000241	0.000612
0.518300	-0.000355	-0.000754	0.000201	-0.000897	-0.000236	0.000127	-0.000635	-0.000557	0.000066	0.000307	0.000601	-0.000028
0.517600	-0.000390	0.000081	-0.000524	-0.001160	0.000174	-0.001133	-0.000056	-0.000104	-0.000953	-0.000182	-0.000258	-0.000166
0.516900	-0.000385	0.001231	0.000071	-0.000046	-0.000708	-0.000536	-0.000360	-0.000050	-0.000671	0.000232	-0.000249	-0.000016
0.516200	-0.000256	0.000925	0.000170	0.000090	-0.000652	0.000343	-0.000771	0.000089	0.000131	-0.000056	-0.001801	-0.000023
0.515500	-0.001008	0.001558	-0.000044	0.000245	-0.000520	0.000028	-0.000535	-0.001037	0.000653	0.000429	-0.000845	0.000302
0.514800	-0.001151	0.001034	0.000600	0.000314	-0.001267	-0.000604	0.000220	-0.000277	-0.000622	0.000285	0.000009	0.000214
0.514100	0.000399	-0.000912	0.000381	0.000058	-0.001316	-0.000452	0.000157	-0.000689	-0.000020	0.000946	0.000101	-0.000040
0.513400	-0.001072	-0.001218	0.000278	-0.000704	-0.000537	-0.000134	-0.001016	-0.000185	-0.000812	-0.000277	-0.000161	-0.000767
0.512700	-0.000843	-0.000867	0.000326	-0.000826	0.000347	-0.000064	-0.000824	-0.000656	-0.000031	-0.000640	-0.000597	-0.000248
0.512000	-0.000346	-0.001446	0.000262	0.000338	-0.000113	0.000031	-0.001364	0.000111	0.000272	-0.000810	-0.000062	0.000255
0.511300	-0.001164	0.000094	0.000462	0.000153	-0.000378	0.000783	-0.000921	-0.000193	0.000014	0.000287	-0.000475	0.000561
0.510600	-0.001344	0.000696	0.000752	-0.000166	-0.000375	-0.000189	0.000380	-0.000378	-0.000200	0.000945	-0.000744	0.000634
0.509900	-0.000010	-0.000315	0.000429	-0.000227	0.000116	0.000052	-0.000375	0.000233	-0.000361	0.000402	-0.000160	0.000219
0.509200	0.000061	0.000150	-0.000437	0.000218	0.000896	-0.000076	0.000130	0.000130	-0.000537	-0.000510	-0.000282	-0.000768
0.508500	0.000016	-0.000353	-0.000106	0.000568	-0.000680	-0.001269	-0.000048	-0.000598	-0.000738	0.000566	0.000358	-0.000282
0.507800	-0.000464	0.000032	0.000319	-0.000277	-0.000487	-0.000804	-0.000822	-0.000129	-0.000319	0.000281	0.000063	-0.000528
0.507100	-0.000576	0.000554	0.000300	-0.000680	-0.000441	-0.001052	-0.000269	0.000034	-0.000610	0.000117	0.000038	-0.000563
0.506400	0.000395	-0.000656	-0.000724	-0.000299	0.000425	-0.000279	0.000937	0.000584	0.000020	-0.000225	-0.000383	-0.000155
0.505700	0.000640	-0.000449	0.000041	-0.000627	0.000241	-0.000531	-0.000552	0.000558	0.000139	-0.001168	-0.000040	0.000170
0.505000	0.000129	0.000046	-0.000350	-0.001466	0.000510	0.000016	0.000639	0.000503	-0.000119	-0.000372	-0.001121	-0.000074
0.504300	0.000748	-0.000444	0.000222	-0.000014	-0.000235	-0.000629	0.000208	0.000056	-0.000155	0.000157	-0.001800	-0.000664
0.503600	0.000195	-0.001088	0.000154	-0.000656	-0.000259	-0.000202	0.000350	-0.000053	-0.000215	-0.000272	-0.001288	0.000043
0.502900	0.000042	-0.000830	0.000266	-0.000163	-0.000032	0.000278	-0.001427	-0.000097	-0.000189	-0.000103	0.000332	-0.000046
0.502200	-0.000048	0.000336	-0.001220	0.000151	-0.000568	0.000703	-0.001142	-0.000606	0.000324	0.000518	0.000100	-0.000795
0.501500	-0.000714	0.000122	-0.000195	0.000771	-0.000621	0.001290	-0.001232	-0.000110	0.000952	-0.000507	-0.000070	-0.000228
0.500800	-0.000092	-0.000334	-0.000078	0.000783	-0.000626	0.000333	-0.001377	-0.000078	0.001424	-0.000930	-0.000266	0.000023
0.500100	0.001290	-0.000620	-0.000444	0.001166	0.000665	-0.000974	-0.000074	0.000160	0.000773	-0.000838	-0.000573	0.000566
0.499400	0.000683	-0.000213	-0.000062	0.000422	0.000046	-0.000774	0.000760	0.000734	0.000647	-0.000268	-0.000330	-0.000238
0.498700	-0.001174	0.000192	-0.000514	-0.000578	-0.001105	-0.000843	-0.000571	0.000310	0.000703	-0.000832	0.000421	-0.000839
0.498000	-0.001294	0.001270	0.000359	0.000958	-0.000643	-0.000503	0.000593	0.001035	0.000144	-0.000238	0.000444	-0.000560
0.497300	-0.001046	0.001875	0.000069	0.000114	0.000162	-0.000362	-0.000137	0.000581	-0.001031	-0.000345	-0.000250	0.000612
0.496600	-0.000635	0.000923	-0.000938	-0.000159	0.000435	0.000466	0.000245	0.000365	0.000134	0.000024	0.000501	0.000281
0.495900	-0.000936	0.000250	-0.000947	-0.000364	0.000682	0.000688	-0.000393	-0.000299	0.000395	0.000293	0.000377	-0.000096
0.495200	-0.001384	-0.000946	-0.000018	-0.000199	0.000157	0.000259	-0.000320	-0.000997	0.000374	0.000421	-0.000406	0.001037
0.494500	-0.001534	-0.000312	-0.000053	0.000726	-0.000100	-0.000603	-0.000927	-0.001304	-0.001254	-0.000908	0.000455	0.000135
0.493800	-0.001026	-0.000419	-0.001364	0.000426	0.000041	-0.000096	0.000420	-0.000182	-0.001202	0.000226	0.000221	-0.000446
0.493100	0.000104	-0.000929	-0.000136	0.000558	-0.000600	0.000361	0.001052	-0.000497	-0.001208	-0.001117	-0.000141	-0.000198
0.492400	0.000407	-0.001086	-0.000507	-0.000561	-0.001266	0.000148	0.001031	-0.000744	-0.001368	-0.000623	-0.000023	-0.000417
0.491700	-0.000917	-0.000334	-0.000399	-0.000595	-0.000905	0.000650	0.000048	0.000009	-0.000649	0.000280	0.000646	-0.000393
0.491000	0.000007	-0.000290	-0.000026	-0.000616	-0.000641	0.001063	-0.000664	0.000357	-0.000471	0.000814	-0.000015	-0.000417
0.490300	-0.000824	0.000041	0.000865	0.000371	-0.000773	0.000793	-0.000491	-0.000462	-0.000648	0.000438	-0.000567	0.000809
0.489600	-0.000774	0.001142	-0.000728	0.000518	-0.000608	0.001144	0.000461	-0.000439	0.000280	-0.000000	-0.000743	0.000330
0.488900	-0.000224	0.000858	-0.000504	0.000415	0.000194	0.000340	0.001499	-0.000299	0.000384	0.000026	-0.000362	-0.000827
0.488200	0.000253	-0.000386	0.000040	0.000052	0.000382	-0.000278	0.000403	0.000239	-0.000132	-0.000582	-0.000083	-0.000860
0.487500	-0.000182	-0.001437	0.000436	-0.001037	-0.000604	-0.000345	0.000284	0.000455	-0.001177	-0.000478	0.000688	-0.000516
0.486800	0.000052	-0.001877	-0.000764	-0.001011	-0.000047	-0.000244	0.000371	-0.000645	-0.001143	0.000210	0.000415	0.000771
0.486100	0.000298	0.000169	-0.001456	-0.000921	-0.000754	-0.000081	-0.000105	-0.000697	-0.001262	0.001102	-0.000216	0.000088
0.485400	0.000462	-0.000249	0.000631	-0.000619	0.000179	-0.000045	0.000308	-0.000737	0.000608	0.000297	0.000072	-0.000454
0.484700	0.000795	0.001418	0.000202	-0.001165	0.000956	0.000412	-0.000517	0.000138	0.000786	0.000092	-0.000617	0.000420
0.484000	0.000956	0.000894	0.000299	-0.001412	0.001170	-0.000324	0.000126	0.000315	0.001259	-0.000940	-0.000208	-0.000286
0.483300	0.000826	-0.001128	-0.000119	-0.000842	-0.001018	-0.000739	0.000399	0.000261	-0.000165	-0.001116	-0.000332	-0.000424
0.482600	-0.000198	-0.000557	-0.000315	-0.000223	-0.000182	-0.000860	-0.000527	0.000209	-0.000255	-0.000183	-0.000842	0.000400
0.481900	0.000846	-0.000685	-0.000087	0.000038	0.000441	0.000513	-0.000428	0.000159	-0.000019	0.000249	-0.000414	-0.000158
0.481200	0.000320	0.000588	0.000110	-0.000077	-0.000073	-0.000076	-0.001358	-0.000672	0.000082	-0.000662	-0.000067	-0.000894
0.480500	-0.000105	0.000398	0.000115	-0.000329	-0.000048	-0.000433	-0.000763	-0.000823	-0.000374	-0.000052	0.000069	-0.000717
0.479800	0.000307	-0.000465	-0.000486	0.000746	0.000454	0.000129	0.000911	0.000147	-0.000477	0.000242	-0.000116	0.000400
0.479100	-0.000364	0.000695	0.001744	0.001470	-0.000207	0.000268	0.000356	-0.000074	0.000363	0.000031	0.000869	0.000541
0.478400	-0.000406	0.000297	0.001253	0.000267	0.000662	0.000227	0.000381	0.000051	0.000382	-0.000315	-0.000032	0.000921
0.477700	-0.000544	0.001238	0.001011	0.000645	0.000464	-0.000489	0.000322	0.000091	0.000168	0.000431	0.000448	0.000530
0.477000	0.000817	0.000949	0.000176	0.000491	-0.000471	-0.000146	0.000141	0.000401	0.000530	0.001417	0.000573	-0.000001
0.476300	0.000940	0.000553	-0.000595	0.000613	-0.000638	-0.000130	-0.000486	-0.000141	0.001371	0.000452	0.000334	0.000131
0.475600	-0.000328	0.000914	-0.001000	-0.000290	0.000011	-0.000058	-0.000675	0.000457	-0.000197	-0.000624	0.000459	0.000704
0.474900	-0.000237	0.000698	-0.000080	-0.000068	0.000228	0.000002	-0.000228	-0.000269	-0.000285	0.000624	-0.000148	0.000458
0.474200	-0.000236	-0.000201	0.000225	0.000737	0.000079	-0.000513	0.000647	-0.000192	-0.000133	0.000886	-0.000151	-0.000649
0.473500	-0.000209	-0.002002	-0.000497	0.000174	-0.000615	-0.000402	0.000356	0.000167	-0.001002	0.000445	-0.000077	0.000407
0.472800	0.000041	-0.001336	0.000259	-0.000508	0.000942	-0.000019	-0.000160	-0.001138	-0.000016	-0.000251	0.000643	0.000049
0.472100	-0.000334	-0.000895	-0.000180	0.000596	0.000430	0.000390	-0.000930	-0.000627	0.001230	-0.000575	0.000383	-0.000553
0.471400	-0.000238	-0.000320	-0.000997	-0.000071	0.000138	0.000959	-0.001216	-0.000209	0.000180	-0.000590	-0.000151	-0.000457
0.470700	0.000113	0.000197	-0.000521	-0.000455	0.000692	0.000537	-0.000269	-0.000577	0.000484	-0.000035	-0.000049	-0.000056
0.470000	0.000407	-0.000271	0.000910	-0.000080	-0.000740	-0.000286	0.000175	0.000137	-0.000778	0.000305	-0.000559	-0.000357
0.469300	0.000458	0.000788	-0.000076	0.000603	-0.001145	0.000243	-0.000061	0.000250	-0.001082	0.000220	0.000407	0.000341
0.468600	0.000189	-0.000193	0.000392	0.000507	-0.000908	0.001321	0.000151	0.001163	0.000337	0.000003	0.000559	0.000314
0.467900	0.000059	-0.000261	0.000148	-0.000527	0.000196	0.000669	-0.000506	0.000663	0.000494	-0.000022	0.000691	0.000365
0.467200	-0.000714	0.000255	0.000547	0.000156	-0.000123	-0.000769	-0.000508	0.000350	-0.001089	0.000071	0.000943	0.000743
0.466500	-0.000702	0.000286	0.000059	0.000592	-0.000283	-0.000969	0.000881	0.000247	-0.000667	0.000456	-0.000581	0.000373
0.465800	0.000305	0.000644	0.000922	0.000085	0.000446	-0.000786	0.000428	0.000483	-0.000480	0.000221	-0.000305	-0.000082
0.465100	0.000474	0.000093	0.000838	0.000059	0.000836	0.000259	0.000273	0.000305	0.000639	-0.000082	0.000437	-0.000555
0.464400	0.001246	0.000808	0.001487	-0.000146	0.000669	0.000086	-0.000175	0.000097	-0.000176	-0.000619	0.000440	-0.000326
0.463700	0.000476	0.000053	-0.000582	0.000152	0.000010	0.000379	0.001226	-0.000077	0.000695	-0.000210	-0.000061	-0.000413
0.463000	-0.000207	-0.000350	-0.000148	0.000147	0.000248	-0.000423	0.001146	0.000432	0.000238	0.000297	0.000325	-0.000114
0.462300	0.000455	-0.001215	0.000045	0.000448	0.000513	0.000537	0.001104	0.000051	-0.000215	-0.000481	0.001651	0.000456
0.461600	0.000759	-0.000110	0.000881	-0.000123	-0.000249	0.000176	0.001285	0.000179	0.000310	-0.000165	0.000570	0.000272
0.460900	0.000214	0.000245	0.001682	-0.000211	0.000401	0.000349	0.000447	0.000068	0.001117	0.001145	0.000643	0.000649
0.460200	0.001048	0.000260	0.000826	0.000691	0.000833	0.000619	0.000399	0.000404	0.000213	0.001238	0.001090	0.000191
0.459500	0.000635	0.000847	0.000900	0.000581	0.000185	0.000226	0.000339	0.000280	0.001012	-0.000158	-0.000545	0.001340
0.458800	0.000796	0.000400	-0.000085	0.000295	0.000591	0.000139	-0.001032	0.000389	0.001012	0.000420	-0.000304	0.001295
0.458100	0.000248	0.001367	-0.001417	-0.000139	0.000159	-0.000203	-0.000069	0.000569	0.001807	-0.000113	-0.000033	0.000255
0.457400	0.000260	0.000423	-0.001436	0.000150	0.000328	0.000532	0.000565	-0.000583	0.000498	-0.000504	0.000482	-0.000556
0.456700	0.000416	-0.000504	-0.000899	0.000258	0.000727	-0.000604	-0.000004	-0.000693	0.001044	-0.000675	0.000199	-0.000780
0.456000	0.000022	0.000682	-0.000165	-0.000245	0.001088	-0.000614	0.000360	-0.000961	-0.000133	-0.000440	-0.000878	-0.001013
0.455300	0.000382	-0.000712	0.000352	-0.000872	0.001349	-0.000873	0.001687	-0.000793	-0.001320	-0.000285	-0.000777	0.000056
0.454600	0.000963	-0.000659	-0.000038	-0.000493	0.000211	-0.000251	-0.000411	-0.000421	-0.001308	-0.000100	-0.000264	0.000139
0.453900	-0.000070	0.000017	0.000263	0.000361	0.000412	-0.000160	-0.000351	-0.000820	0.000313	-0.000215	-0.000621	-0.000102
0.453200	0.000449	0.000146	0.001085	0.001004	-0.000130	-0.000366	0.000185	-0.000411	0.000499	0.000447	-0.000035	-0.000768
0.452500	-0.000404	-0.000429	-0.001189	0.000388	-0.000105	-0.000607	-0.000394	-0.000083	-0.001001	-0.000215	-0.000524	0.000113
0.451800	-0.000584	-0.000033	-0.001421	0.000519	-0.000374	-0.000101	-0.000648	0.000377	-0.001023	-0.000297	0.000131	0.000402
0.451100	0.000632	-0.000288	0.000020	0.000563	-0.000040	0.000208	-0.000185	0.000034	-0.000102	-0.000206	0.000794	0.000185
0.450400	-0.000293	-0.000706	-0.000151	0.000651	0.000962	0.000819	-0.000253	0.000515	-0.000982	-0.000154	0.000430	0.000611
0.449700	-0.000301	0.001015	0.001022	0.000149	0.000108	0.000597	0.000252	0.000864	0.000395	0.000571	-0.000109	0.000100
0.449000	0.000116	0.001498	0.000301	-0.000111	0.000337	0.000657	0.000293	0.000150	0.000170	-0.000189	0.000313	0.000332
0.448300	0.000477	0.000927	0.000202	-0.000403	-0.000281	0.000802	0.000036	0.000219	0.000764	0.001474	0.000585	-0.000008
0.447600	-0.000738	0.001299	0.001039	0.000622	0.000931	0.000519	0.000456	0.001066	-0.000429	0.001388	-0.000119	-0.000437
0.446900	0.000071	0.000241	0.000750	0.000196	-0.000579	0.000337	0.001281	0.000531	0.000308	0.000486	0.000302	-0.000020
0.446200	-0.000523	-0.000427	-0.000436	0.000330	-0.000255	0.000596	-0.000052	-0.000103	-0.000208	-0.000026	0.000154	0.000161
0.445500	-0.000317	-0.000165	0.000697	0.000148	-0.000469	0.000419	-0.000457	-0.000055	0.000300	-0.000148	-0.000424	0.000198
0.444800	-0.000321	-0.000111	0.001081	-0.000149	0.000200	0.000987	-0.001036	-0.000266	0.001612	-0.000324	-0.000055	-0.000579
0.444100	-0.000869	-0.000336	0.001643	0.000159	-0.000218	0.000050	-0.000552	-0.000066	0.000524	0.000107	0.000062	-0.000699
0.443400	-0.000074	-0.000293	0.000508	-0.000068	0.000271	-0.000675	-0.000405	0.000282	-0.000013	0.000102	0.001047	-0.001295
0.442700	0.000738	0.000013	-0.000254	0.000016	0.001041	-0.000281	-0.000014	-0.000029	0.000279	-0.000848	0.000605	-0.000804
0.442000	0.000980	-0.000805	-0.000974	0.000507	0.000671	-0.000296	-0.000259	-0.000187	-0.000365	0.000461	0.000205	-0.000581
0.441300	0.000338	-0.000392	0.000308	0.000109	-0.000167	-0.000361	-0.001658	0.000344	-0.001066	-0.000039	-0.000226	-0.000122
0.440600	0.000252	-0.001179	-0.000411	-0.000413	-0.000816	-0.000910	-0.001190	-0.000489	-0.000168	-0.000408	-0.000133	-0.000558
0.439900	0.000753	-0.000538	-0.000861	-0.001140	-0.001005	-0.000935	-0.000598	0.000417	-0.000717	-0.000715	-0.000754	0.001459
